value0,value1
-0.584992448,0.35501007
-0.575016558,0.300019226
-0.454994126,0.250016022
-0.255008698,0.194982909
0.049983368,0.159984893
0.414986649,0.124986877
0.784977876,0.119999237
1.115013584,0.104994049
1.384986118,0.119999237
1.500020604,0.119999237
1.424993595,0.135004425
1.140005267,0.165014801
0.685011141,0.205000457
0.199985428,0.285014038
-0.174993744,0.434981383
-0.419974594,0.569985808
-0.515005342,0.745018157
-0.519993287,0.879980314
-0.519993287,0.974999083
-0.550024874,1.029989927
-0.609984132,1.075005491
-0.710002825,1.105015868
-0.830025256,1.155019072
-0.954983675,1.1750119
-1.050014423,1.199992368
-1.104985735,1.195004728
-1.115013584,1.140013884
-1.110025638,1.079993131
-1.064978258,0.999979551
-0.994991152,0.90999069
-0.920016101,0.81501419
-0.840001147,0.719995421
-0.759986192,0.619989012
-0.680023196,0.534987792
-0.595020296,0.455016479
-0.519993287,0.410000915
-0.465021975,0.375002899
-0.419974594,0.35501007
-0.380019075,0.340004882
-0.369991227,0.324999694
-0.360015336,0.324999694
-0.349987488,0.305006866
-0.349987488,0.290001678
-0.349987488,0.264978942
-0.335023653,0.264978942
-0.32998375,0.250016022
-0.335023653,0.255003662
-0.320007859,0.255003662
-0.320007859,0.264978942
-0.300004121,0.27000885
-0.300004121,0.27499649
-0.295016176,0.250016022
-0.309980011,0.244986114
-0.300004121,0.239998474
-0.304992066,0.224993285
-0.304992066,0.224993285
-0.304992066,0.215018006
-0.300004121,0.220005646
-0.300004121,0.224993285
-0.284988327,0.239998474
-0.280000382,0.224993285
-0.259996644,0.255003662
-0.255008698,0.250016022
-0.255008698,0.239998474
-0.255008698,0.229980925
-0.250020753,0.224993285
-0.259996644,0.220005646
-0.259996644,0.205000457
-0.264984589,0.209988097
-0.264984589,0.220005646
-0.250020753,0.220005646
-0.250020753,0.229980925
-0.239992905,0.220005646
-0.219989166,0.235010834
-0.224977112,0.224993285
-0.219989166,0.224993285
-0.224977112,0.215018006
-0.219989166,0.209988097
-0.224977112,0.205000457
-0.219989166,0.194982909
-0.219989166,0.189995269
-0.224977112,0.185007629
-0.210013276,0.194982909
-0.194997483,0.189995269
-0.185021592,0.200012817
-0.170005799,0.205000457
-0.159977951,0.209988097
-0.145014115,0.209988097
-0.15000206,0.189995269
-0.134986267,0.185007629
-0.139974212,0.174990081
-0.139974212,0.174990081
-0.145014115,0.170002441
-0.125010377,0.180019989
-0.109994583,0.174990081
-0.100018693,0.180019989
-0.085002899,0.180019989
-0.080014954,0.189995269
-0.055023271,0.189995269
-0.055023271,0.174990081
-0.044995422,0.174990081
-0.044995422,0.165014801
-0.044995422,0.154997253
-0.024991684,0.154997253
-0.020003739,0.144979705
-0.004987945,0.144979705
0,0.150009613
0.015015793,0.139992065
0.029979629,0.139992065
0.060011216,0.150009613
0.069987106,0.135004425
0.074975051,0.135004425
0.100018693,0.119999237
0.120022431,0.095018769
0.125010377,0.100006409
0.134986267,0.095018769
0.139974212,0.085001221
0.145014115,0.089988861
0.159977951,0.100006409
0.179981689,0.100006409
0.194997483,0.095018769
0.210013276,0.104994049
0.230017015,0.109981689
0.23500496,0.095018769
0.239992905,0.089988861
0.24498085,0.089988861
0.24498085,0.089988861
0.24498085,0.074983672
0.24498085,0.085001221
0.259996644,0.069996032
0.255008698,0.089988861
0.284988327,0.095018769
0.289976273,0.100006409
0.304992066,0.109981689
0.309980011,0.104994049
0.320007859,0.104994049
0.315019914,0.100006409
0.309980011,0.115011597
0.295016176,0.104994049
0.289976273,0.119999237
0.275012437,0.119999237
0.264984589,0.124986877
0.255008698,0.150009613
0.239992905,0.159984893
0.24498085,0.165014801
0.224977112,0.189995269
0.215001221,0.189995269
0.190009538,0.189995269
0.170005799,0.194982909
0.139974212,0.200012817
0.109994583,0.205000457
0.085002899,0.209988097
0.055023271,0.209988097
0.044995422,0.229980925
0.015015793,0.239998474
0.004987945,0.250016022
-0.00997589,0.27000885
-0.035019532,0.27499649
-0.049983368,0.27998413
-0.064999161,0.290001678
-0.080014954,0.285014038
-0.09497879,0.27000885
-0.100018693,0.27499649
-0.120022431,0.27000885
-0.134986267,0.259991302
-0.15000206,0.27000885
-0.159977951,0.290001678
-0.165017854,0.294989318
-0.165017854,0.314982146
-0.179981689,0.314982146
-0.174993744,0.320012054
-0.185021592,0.314982146
-0.199985428,0.314982146
-0.210013276,0.314982146
-0.215001221,0.305006866
-0.224977112,0.294989318
-0.224977112,0.300019226
-0.230017015,0.305006866
-0.210013276,0.300019226
-0.205025331,0.309994506
-0.199985428,0.324999694
-0.190009538,0.324999694
-0.194997483,0.335017242
-0.185021592,0.340004882
-0.194997483,0.329987334
-0.199985428,0.329987334
-0.210013276,0.309994506
-0.219989166,0.305006866
-0.230017015,0.314982146
-0.230017015,0.309994506
-0.215001221,0.309994506
-0.199985428,0.314982146
-0.185021592,0.324999694
-0.165017854,0.329987334
-0.170005799,0.320012054
-0.179981689,0.320012054
-0.215001221,0.314982146
-0.219989166,0.309994506
-0.215001221,0.294989318
-0.224977112,0.294989318
-0.224977112,0.300019226
-0.219989166,0.300019226
-0.210013276,0.294989318
-0.219989166,0.314982146
-0.210013276,0.300019226
-0.219989166,0.300019226
-0.210013276,0.305006866
-0.219989166,0.305006866
-0.219989166,0.294989318
-0.215001221,0.290001678
-0.230017015,0.285014038
-0.23500496,0.27998413
-0.23500496,0.27998413
-0.24498085,0.285014038
-0.250020753,0.285014038
-0.239992905,0.290001678
-0.23500496,0.285014038
-0.239992905,0.285014038
-0.230017015,0.285014038
-0.23500496,0.294989318
-0.239992905,0.285014038
-0.24498085,0.285014038
-0.259996644,0.27998413
-0.270024492,0.27499649
-0.275012437,0.27499649
-0.275012437,0.27000885
-0.280000382,0.27000885
-0.270024492,0.285014038
-0.264984589,0.285014038
-0.259996644,0.285014038
-0.270024492,0.285014038
-0.270024492,0.27998413
-0.270024492,0.285014038
-0.259996644,0.27998413
-0.264984589,0.259991302
-0.275012437,0.255003662
-0.270024492,0.255003662
-0.280000382,0.259991302
-0.280000382,0.264978942
-0.270024492,0.264978942
-0.264984589,0.27499649
-0.259996644,0.290001678
-0.259996644,0.290001678
-0.275012437,0.285014038
-0.280000382,0.285014038
-0.284988327,0.27499649
-0.295016176,0.264978942
-0.300004121,0.264978942
-0.300004121,0.255003662
-0.295016176,0.264978942
-0.300004121,0.264978942
-0.304992066,0.27000885
-0.309980011,0.27998413
-0.295016176,0.285014038
-0.284988327,0.285014038
-0.289976273,0.285014038
-0.280000382,0.27000885
-0.284988327,0.27998413
-0.295016176,0.27000885
-0.280000382,0.264978942
-0.289976273,0.264978942
-0.275012437,0.259991302
-0.284988327,0.264978942
-0.275012437,0.27000885
-0.264984589,0.285014038
-0.275012437,0.27499649
-0.280000382,0.27998413
-0.264984589,0.27998413
-0.275012437,0.27499649
-0.284988327,0.264978942
-0.300004121,0.264978942
-0.295016176,0.259991302
-0.300004121,0.255003662
-0.295016176,0.259991302
-0.284988327,0.264978942
-0.289976273,0.255003662
-0.280000382,0.27998413
-0.275012437,0.285014038
-0.275012437,0.27499649
-0.264984589,0.285014038
-0.280000382,0.290001678
-0.280000382,0.27499649
-0.295016176,0.27000885
-0.315019914,0.27998413
-0.304992066,0.290001678
-0.315019914,0.305006866
-0.289976273,0.309994506
-0.280000382,0.320012054
-0.239992905,0.329987334
-0.219989166,0.335017242
-0.205025331,0.349980162
-0.205025331,0.349980162
-0.199985428,0.340004882
-0.194997483,0.329987334
-0.199985428,0.320012054
-0.205025331,0.300019226
-0.199985428,0.285014038
-0.199985428,0.294989318
-0.194997483,0.290001678
-0.179981689,0.309994506
-0.165017854,0.309994506
-0.15000206,0.309994506
-0.129998322,0.314982146
-0.114982528,0.305006866
-0.100018693,0.305006866
-0.109994583,0.285014038
-0.114982528,0.27998413
-0.129998322,0.264978942
-0.129998322,0.255003662
-0.145014115,0.255003662
-0.134986267,0.255003662
-0.125010377,0.259991302
-0.114982528,0.27000885
-0.120022431,0.27998413
-0.125010377,0.294989318
-0.134986267,0.290001678
-0.15000206,0.264978942
-0.179981689,0.27998413
-0.199985428,0.27000885
-0.23500496,0.259991302
-0.255008698,0.244986114
-0.275012437,0.255003662
-0.284988327,0.250016022
-0.304992066,0.264978942
-0.304992066,0.27000885
-0.295016176,0.27000885
-0.295016176,0.27000885
-0.289976273,0.27998413
-0.289976273,0.27000885
-0.289976273,0.250016022
-0.284988327,0.259991302
-0.295016176,0.244986114
-0.300004121,0.250016022
-0.304992066,0.255003662
-0.309980011,0.259991302
-0.309980011,0.259991302
-0.309980011,0.27000885
-0.32998375,0.290001678
-0.320007859,0.290001678
-0.315019914,0.27499649
-0.315019914,0.285014038
-0.295016176,0.27499649
-0.300004121,0.27000885
-0.320007859,0.27000885
-0.324995805,0.27000885
-0.320007859,0.285014038
-0.315019914,0.290001678
-0.320007859,0.300019226
-0.300004121,0.314982146
-0.300004121,0.335017242
-0.289976273,0.335017242
-0.300004121,0.35999771
-0.304992066,0.385020447
-0.32998375,0.399983367
-0.380019075,0.394995727
-0.445018236,0.385020447
-0.515005342,0.35501007
-0.569976655,0.329987334
-0.539997026,0.285014038
-0.439978333,0.215018006
-0.219989166,0.170002441
0.089990845,0.144979705
0.465021975,0.130016785
0.844989092,0.144979705
1.19497658,0.185007629
1.42998154,0.220005646
1.494980701,0.239998474
1.339990695,0.239998474
0.940019839,0.255003662
0.409998704,0.294989318
-0.09497879,0.385020447
-0.454994126,0.505019683
-0.629987871,0.649999388
-0.649991609,0.794979093
-0.604996187,0.915020598
-0.589980393,0.999979551
-0.595020296,1.060000303
-0.665007402,1.110003507
-0.764974138,1.140013884
-0.860004885,1.155019072
-0.974987414,1.164994352
-1.030010684,1.199992368
-1.050014423,1.190017088
-1.04497452,1.160006712
-1.005019,1.105015868
-0.965011523,1.060000303
-0.920016101,0.990004271
-0.85501694,0.915020598
-0.784977876,0.809984281
-0.699974977,0.700002593
-0.624999925,0.590020904
-0.544984971,0.499989775
-0.474997865,0.425006103
-0.409998704,0.375002899
-0.360015336,0.36498535
-0.340011598,0.344992522
-0.315019914,0.35999771
-0.304992066,0.35501007
-0.295016176,0.35501007
-0.289976273,0.340004882
-0.280000382,0.324999694
-0.280000382,0.305006866
-0.284988327,0.300019226
-0.275012437,0.27000885
-0.280000382,0.27998413
-0.284988327,0.27499649
-0.275012437,0.27998413
-0.270024492,0.285014038
-0.264984589,0.27998413
-0.250020753,0.290001678
-0.230017015,0.27998413
-0.224977112,0.27998413
-0.210013276,0.264978942
-0.215001221,0.250016022
-0.219989166,0.239998474
-0.230017015,0.235010834
-0.239992905,0.239998474
-0.23500496,0.244986114
-0.230017015,0.244986114
-0.23500496,0.255003662
-0.23500496,0.250016022
-0.230017015,0.259991302
-0.230017015,0.259991302
-0.230017015,0.250016022
-0.210013276,0.255003662
-0.210013276,0.239998474
-0.194997483,0.224993285
-0.190009538,0.229980925
-0.194997483,0.224993285
-0.194997483,0.229980925
-0.185021592,0.224993285
-0.179981689,0.224993285
-0.165017854,0.235010834
-0.159977951,0.250016022
-0.139974212,0.244986114
-0.139974212,0.224993285
-0.145014115,0.239998474
-0.139974212,0.220005646
-0.145014115,0.209988097
-0.154990006,0.200012817
-0.159977951,0.194982909
-0.15000206,0.189995269
-0.134986267,0.205000457
-0.114982528,0.200012817
-0.09497879,0.209988097
-0.09497879,0.215018006
-0.080014954,0.205000457
-0.069987106,0.205000457
-0.074975051,0.205000457
-0.069987106,0.185007629
-0.060011216,0.165014801
-0.055023271,0.165014801
-0.044995422,0.159984893
-0.049983368,0.170002441
-0.049983368,0.159984893
-0.035019532,0.174990081
-0.029979629,0.185007629
-0.024991684,0.180019989
-0.004987945,0.165014801
0,0.174990081
0.015015793,0.144979705
0.024991684,0.144979705
0.029979629,0.124986877
0.035019532,0.130016785
0.049983368,0.124986877
0.064999161,0.109981689
0.080014954,0.115011597
0.09497879,0.109981689
0.114982528,0.130016785
0.109994583,0.119999237
0.109994583,0.115011597
0.114982528,0.104994049
0.125010377,0.109981689
0.134986267,0.089988861
0.134986267,0.085001221
0.159977951,0.080013581
0.165017854,0.069996032
0.174993744,0.065008392
0.179981689,0.080013581
0.194997483,0.085001221
0.205025331,0.095018769
0.210013276,0.100006409
0.219989166,0.100006409
0.224977112,0.095018769
0.230017015,0.085001221
0.224977112,0.069996032
0.219989166,0.069996032
0.224977112,0.074983672
0.219989166,0.074983672
0.239992905,0.085001221
0.24498085,0.089988861
0.259996644,0.100006409
0.280000382,0.104994049
0.289976273,0.109981689
0.295016176,0.119999237
0.280000382,0.119999237
0.259996644,0.124986877
0.239992905,0.119999237
0.215001221,0.130016785
0.194997483,0.135004425
0.170005799,0.135004425
0.145014115,0.150009613
0.134986267,0.154997253
0.145014115,0.189995269
0.129998322,0.209988097
0.134986267,0.229980925
0.120022431,0.235010834
0.100018693,0.244986114
0.074975051,0.250016022
0.035019532,0.244986114
0,0.250016022
-0.035019532,0.255003662
-0.055023271,0.250016022
-0.060011216,0.264978942
-0.064999161,0.285014038
-0.074975051,0.300019226
-0.069987106,0.314982146
-0.074975051,0.324999694
-0.074975051,0.335017242
-0.089990845,0.335017242
-0.125010377,0.324999694
-0.139974212,0.329987334
-0.159977951,0.329987334
-0.174993744,0.320012054
-0.190009538,0.324999694
-0.199985428,0.335017242
-0.205025331,0.340004882
-0.205025331,0.349980162
-0.199985428,0.349980162
-0.190009538,0.35999771
-0.194997483,0.35501007
-0.194997483,0.349980162
-0.194997483,0.35501007
-0.190009538,0.340004882
-0.190009538,0.335017242
-0.194997483,0.335017242
-0.199985428,0.320012054
-0.194997483,0.324999694
-0.205025331,0.335017242
-0.210013276,0.340004882
-0.215001221,0.349980162
-0.205025331,0.35999771
-0.210013276,0.35501007
-0.199985428,0.36498535
-0.190009538,0.35501007
-0.194997483,0.349980162
-0.190009538,0.335017242
-0.179981689,0.320012054
-0.179981689,0.329987334
-0.185021592,0.324999694
-0.179981689,0.329987334
-0.170005799,0.335017242
-0.170005799,0.344992522
-0.154990006,0.344992522
-0.145014115,0.335017242
-0.145014115,0.340004882
-0.15000206,0.324999694
-0.170005799,0.335017242
-0.179981689,0.329987334
-0.179981689,0.314982146
-0.190009538,0.309994506
-0.199985428,0.314982146
-0.194997483,0.320012054
-0.185021592,0.314982146
-0.199985428,0.320012054
-0.190009538,0.324999694
-0.185021592,0.324999694
-0.190009538,0.324999694
-0.190009538,0.320012054
-0.194997483,0.294989318
-0.219989166,0.305006866
-0.224977112,0.294989318
-0.230017015,0.294989318
-0.23500496,0.305006866
-0.239992905,0.300019226
-0.230017015,0.309994506
-0.219989166,0.309994506
-0.215001221,0.329987334
-0.210013276,0.335017242
-0.215001221,0.324999694
-0.219989166,0.335017242
-0.230017015,0.309994506
-0.24498085,0.300019226
-0.250020753,0.300019226
-0.250020753,0.300019226
-0.250020753,0.294989318
-0.250020753,0.290001678
-0.250020753,0.305006866
-0.250020753,0.314982146
-0.239992905,0.320012054
-0.250020753,0.320012054
-0.239992905,0.314982146
-0.23500496,0.305006866
-0.250020753,0.305006866
-0.259996644,0.305006866
-0.270024492,0.294989318
-0.275012437,0.285014038
-0.275012437,0.305006866
-0.280000382,0.300019226
-0.270024492,0.314982146
-0.264984589,0.305006866
-0.259996644,0.320012054
-0.255008698,0.320012054
-0.259996644,0.314982146
-0.255008698,0.314982146
-0.255008698,0.309994506
-0.259996644,0.305006866
-0.270024492,0.27998413
-0.284988327,0.290001678
-0.280000382,0.27998413
-0.275012437,0.294989318
-0.275012437,0.290001678
-0.259996644,0.309994506
-0.270024492,0.309994506
-0.270024492,0.320012054
-0.259996644,0.305006866
-0.259996644,0.314982146
-0.280000382,0.300019226
-0.275012437,0.305006866
-0.284988327,0.290001678
-0.295016176,0.285014038
-0.295016176,0.294989318
-0.300004121,0.300019226
-0.280000382,0.294989318
-0.280000382,0.300019226
-0.280000382,0.309994506
-0.259996644,0.324999694
-0.255008698,0.324999694
-0.270024492,0.324999694
-0.270024492,0.309994506
-0.275012437,0.324999694
-0.270024492,0.324999694
-0.284988327,0.329987334
-0.264984589,0.340004882
-0.255008698,0.35501007
-0.259996644,0.36498535
-0.239992905,0.379990539
-0.224977112,0.379990539
-0.215001221,0.375002899
-0.215001221,0.35999771
-0.205025331,0.35999771
-0.205025331,0.340004882
-0.199985428,0.335017242
-0.194997483,0.324999694
-0.194997483,0.314982146
-0.185021592,0.309994506
-0.170005799,0.309994506
-0.145014115,0.314982146
-0.109994583,0.314982146
-0.09497879,0.324999694
-0.085002899,0.324999694
-0.089990845,0.309994506
-0.085002899,0.305006866
-0.105006638,0.27998413
-0.120022431,0.27499649
-0.134986267,0.27000885
-0.15000206,0.27998413
-0.170005799,0.27998413
-0.179981689,0.300019226
-0.190009538,0.294989318
-0.205025331,0.305006866
-0.224977112,0.290001678
-0.230017015,0.294989318
-0.259996644,0.294989318
-0.270024492,0.294989318
-0.284988327,0.27499649
-0.295016176,0.27998413
-0.304992066,0.264978942
-0.309980011,0.255003662
-0.309980011,0.264978942
-0.320007859,0.27000885
-0.309980011,0.27499649
-0.320007859,0.285014038
-0.309980011,0.290001678
-0.309980011,0.285014038
-0.315019914,0.290001678
-0.300004121,0.27499649
-0.304992066,0.27499649
-0.309980011,0.27000885
-0.315019914,0.259991302
-0.32998375,0.264978942
-0.324995805,0.255003662
-0.320007859,0.285014038
-0.309980011,0.290001678
-0.304992066,0.290001678
-0.304992066,0.290001678
-0.300004121,0.305006866
-0.304992066,0.294989318
-0.300004121,0.309994506
-0.304992066,0.324999694
-0.304992066,0.340004882
-0.315019914,0.35999771
-0.335023653,0.390008087
-0.369991227,0.405013275
-0.439978333,0.420018463
-0.504977494,0.399983367
-0.555012819,0.35501007
-0.550024874,0.294989318
-0.434990388,0.229980925
-0.190009538,0.150009613
0.174993744,0.119999237
0.595020296,0.089988861
1.030010684,0.104994049
1.344978641,0.119999237
1.455025182,0.144979705
1.27997948,0.170002441
0.840001147,0.220005646
0.315019914,0.300019226
-0.15000206,0.455016479
-0.434990388,0.610013732
-0.56498871,0.774986265
-0.600008242,0.915020598
-0.604996187,1.020014647
-0.62001198,1.090010679
-0.674983293,1.129996336
-0.775001986,1.155019072
-0.884996569,1.160006712
-0.979975359,1.190017088
-1.039986575,1.169981992
-1.059990313,1.134983976
-1.039986575,1.060000303
-1.014994891,0.970011443
-0.940019839,0.874992674
-0.844989092,0.774986265
-0.750010302,0.665004576
-0.649991609,0.55498062
-0.56498871,0.469979399
-0.495001603,0.399983367
-0.439978333,0.344992522
-0.400022814,0.309994506
-0.380019075,0.305006866
-0.360015336,0.305006866
-0.340011598,0.300019226
-0.324995805,0.285014038
-0.320007859,0.285014038
-0.309980011,0.27499649
-0.295016176,0.259991302
-0.309980011,0.259991302
-0.309980011,0.229980925
-0.300004121,0.235010834
-0.304992066,0.220005646
-0.300004121,0.215018006
-0.295016176,0.229980925
-0.289976273,0.224993285
-0.275012437,0.224993285
-0.264984589,0.235010834
-0.255008698,0.229980925
-0.250020753,0.220005646
-0.259996644,0.224993285
-0.250020753,0.209988097
-0.255008698,0.205000457
-0.264984589,0.200012817
-0.264984589,0.185007629
-0.255008698,0.189995269
-0.259996644,0.185007629
-0.264984589,0.200012817
-0.250020753,0.205000457
-0.23500496,0.205000457
-0.23500496,0.209988097
-0.230017015,0.194982909
-0.219989166,0.205000457
-0.230017015,0.185007629
-0.219989166,0.185007629
-0.224977112,0.185007629
-0.224977112,0.174990081
-0.230017015,0.174990081
-0.230017015,0.174990081
-0.219989166,0.180019989
-0.219989166,0.180019989
-0.205025331,0.194982909
-0.185021592,0.194982909
-0.179981689,0.185007629
-0.174993744,0.185007629
-0.174993744,0.159984893
-0.174993744,0.170002441
-0.185021592,0.144979705
-0.179981689,0.150009613
-0.170005799,0.139992065
-0.159977951,0.159984893
-0.15000206,0.165014801
-0.129998322,0.165014801
-0.129998322,0.165014801
-0.105006638,0.165014801
-0.105006638,0.154997253
-0.105006638,0.154997253
-0.085002899,0.154997253
-0.089990845,0.144979705
-0.085002899,0.130016785
-0.09497879,0.130016785
-0.074975051,0.139992065
-0.074975051,0.130016785
-0.064999161,0.135004425
-0.049983368,0.124986877
-0.029979629,0.139992065
-0.020003739,0.144979705
-0.00997589,0.135004425
0,0.115011597
0.004987945,0.119999237
0.00997589,0.100006409
0,0.085001221
0.015015793,0.080013581
0.024991684,0.074983672
0.044995422,0.074983672
0.049983368,0.069996032
0.069987106,0.080013581
0.080014954,0.069996032
0.09497879,0.085001221
0.100018693,0.065008392
0.114982528,0.065008392
0.105006638,0.060020752
0.109994583,0.050003204
0.129998322,0.045015564
0.125010377,0.034998016
0.139974212,0.039985656
0.154990006,0.039985656
0.159977951,0.054990844
0.170005799,0.054990844
0.185021592,0.065008392
0.190009538,0.074983672
0.199985428,0.080013581
0.205025331,0.069996032
0.215001221,0.065008392
0.205025331,0.069996032
0.205025331,0.054990844
0.194997483,0.065008392
0.205025331,0.065008392
0.199985428,0.060020752
0.215001221,0.074983672
0.224977112,0.074983672
0.219989166,0.095018769
0.23500496,0.104994049
0.224977112,0.115011597
0.219989166,0.124986877
0.205025331,0.115011597
0.179981689,0.115011597
0.165017854,0.119999237
0.134986267,0.135004425
0.125010377,0.144979705
0.100018693,0.159984893
0.080014954,0.165014801
0.069987106,0.194982909
0.060011216,0.194982909
0.035019532,0.209988097
0.024991684,0.205000457
0,0.209988097
-0.015015793,0.220005646
-0.044995422,0.215018006
-0.069987106,0.235010834
-0.114982528,0.229980925
-0.120022431,0.235010834
-0.134986267,0.239998474
-0.139974212,0.250016022
-0.15000206,0.27000885
-0.165017854,0.259991302
-0.159977951,0.27998413
-0.179981689,0.27000885
-0.179981689,0.27499649
-0.194997483,0.27000885
-0.210013276,0.255003662
-0.219989166,0.244986114
-0.230017015,0.255003662
-0.23500496,0.259991302
-0.239992905,0.27000885
-0.23500496,0.27000885
-0.250020753,0.285014038
-0.239992905,0.285014038
-0.224977112,0.285014038
-0.219989166,0.285014038
-0.230017015,0.290001678
-0.224977112,0.264978942
-0.239992905,0.259991302
-0.23500496,0.255003662
-0.24498085,0.255003662
-0.23500496,0.244986114
-0.23500496,0.255003662
-0.23500496,0.255003662
-0.205025331,0.27000885
-0.210013276,0.27499649
-0.190009538,0.27998413
-0.210013276,0.27000885
-0.205025331,0.259991302
-0.190009538,0.264978942
-0.199985428,0.244986114
-0.205025331,0.244986114
-0.215001221,0.229980925
-0.205025331,0.235010834
-0.210013276,0.244986114
-0.210013276,0.250016022
-0.199985428,0.264978942
-0.199985428,0.264978942
-0.190009538,0.259991302
-0.190009538,0.264978942
-0.194997483,0.244986114
-0.199985428,0.244986114
-0.194997483,0.235010834
-0.194997483,0.224993285
-0.210013276,0.224993285
-0.219989166,0.235010834
-0.219989166,0.235010834
-0.215001221,0.235010834
-0.205025331,0.244986114
-0.210013276,0.250016022
-0.199985428,0.255003662
-0.205025331,0.250016022
-0.210013276,0.259991302
-0.219989166,0.250016022
-0.215001221,0.215018006
-0.23500496,0.235010834
-0.224977112,0.220005646
-0.239992905,0.209988097
-0.24498085,0.229980925
-0.24498085,0.224993285
-0.239992905,0.229980925
-0.23500496,0.244986114
-0.23500496,0.235010834
-0.230017015,0.235010834
-0.239992905,0.239998474
-0.255008698,0.229980925
-0.250020753,0.224993285
-0.255008698,0.220005646
-0.270024492,0.215018006
-0.264984589,0.215018006
-0.270024492,0.220005646
-0.264984589,0.235010834
-0.275012437,0.239998474
-0.270024492,0.235010834
-0.255008698,0.244986114
-0.255008698,0.229980925
-0.255008698,0.229980925
-0.264984589,0.224993285
-0.275012437,0.205000457
-0.280000382,0.205000457
-0.280000382,0.205000457
-0.284988327,0.220005646
-0.289976273,0.220005646
-0.284988327,0.220005646
-0.275012437,0.229980925
-0.270024492,0.239998474
-0.264984589,0.235010834
-0.270024492,0.235010834
-0.264984589,0.235010834
-0.270024492,0.229980925
-0.275012437,0.220005646
-0.275012437,0.220005646
-0.289976273,0.209988097
-0.289976273,0.220005646
-0.284988327,0.224993285
-0.284988327,0.235010834
-0.289976273,0.229980925
-0.275012437,0.235010834
-0.284988327,0.235010834
-0.275012437,0.235010834
-0.280000382,0.220005646
-0.284988327,0.224993285
-0.295016176,0.220005646
-0.289976273,0.215018006
-0.295016176,0.205000457
-0.300004121,0.205000457
-0.295016176,0.215018006
-0.295016176,0.220005646
-0.289976273,0.224993285
-0.280000382,0.229980925
-0.280000382,0.229980925
-0.275012437,0.224993285
-0.280000382,0.235010834
-0.280000382,0.229980925
-0.284988327,0.209988097
-0.289976273,0.220005646
-0.315019914,0.209988097
-0.304992066,0.209988097
-0.309980011,0.215018006
-0.289976273,0.220005646
-0.284988327,0.229980925
-0.280000382,0.239998474
-0.289976273,0.239998474
-0.289976273,0.235010834
-0.280000382,0.239998474
-0.284988327,0.239998474
-0.275012437,0.239998474
